Issue Key,Summary,Description,Assignee,Reporter,Issue Type,Priority,Status,Component,Created,Due Date,Days to Complete,Created_Month,Created_Day_of_Week,Due_Month,summary_cleaned,description_cleaned,combined_text,summary_lemmatized,description_lemmatized,combined_lemmatized,summary_word_count,description_word_count,combined_word_count,summary_processed,summary_stemmed,summary_tokens,description_processed,description_stemmed,description_tokens
SWP-11,Video Streaming Buffering Issue,Videos buffer excessively on low-bandwidth connections despite CDN integration.,Alice,Heidi,Bug,High,Open,Video Streaming,2025-06-23,2025-06-07,-16,6,0,6,video streaming buffering issue,videos buffer excessively on lowbandwidth connections despite cdn integration,video streaming buffering issue videos buffer excessively on lowbandwidth connections despite cdn integration,video stream buffer issue,video buffer excessively lowbandwidth connection despite cdn integration,video stream buffer issue video buffer excessively lowbandwidth connection despite cdn integration,4,9,13,"{'cleaned_text': 'video streaming buffering issue', 'tokens': ['video', 'streaming', 'buffering', 'issue'], 'filtered_tokens': ['video', 'streaming', 'buffering', 'issue'], 'stemmed_tokens': ['video', 'stream', 'buffer', 'issu'], 'lemmatized_tokens': ['video', 'stream', 'buffer', 'issue'], 'processed_text_stem': 'video stream buffer issu', 'processed_text_lemma': 'video stream buffer issue'}",video stream buffer issu,"['video', 'streaming', 'buffering', 'issue']","{'cleaned_text': 'videos buffer excessively on lowbandwidth connections despite cdn integration', 'tokens': ['videos', 'buffer', 'excessively', 'on', 'lowbandwidth', 'connections', 'despite', 'cdn', 'integration'], 'filtered_tokens': ['videos', 'buffer', 'excessively', 'lowbandwidth', 'connections', 'despite', 'cdn', 'integration'], 'stemmed_tokens': ['video', 'buffer', 'excess', 'lowbandwidth', 'connect', 'despit', 'cdn', 'integr'], 'lemmatized_tokens': ['video', 'buffer', 'excessively', 'lowbandwidth', 'connection', 'despite', 'cdn', 'integration'], 'processed_text_stem': 'video buffer excess lowbandwidth connect despit cdn integr', 'processed_text_lemma': 'video buffer excessively lowbandwidth connection despite cdn integration'}",video buffer excess lowbandwidth connect despit cdn integr,"['videos', 'buffer', 'excessively', 'on', 'lowbandwidth', 'connections', 'despite', 'cdn', 'integration']"
SWP-12,Social Media Post Scheduling Error,Scheduled posts fail to publish on Twitter due to API token expiration.,Eve,Ivan,Bug,Medium,In Progress,Social Media,2025-05-20,2025-05-31,11,5,1,5,social media post scheduling error,scheduled posts fail to publish on twitter due to api token expiration,social media post scheduling error scheduled posts fail to publish on twitter due to api token expiration,social medium post scheduling error,schedule post fail publish twitter due api token expiration,social medium post scheduling error schedule post fail publish twitter due api token expiration,5,12,17,"{'cleaned_text': 'social media post scheduling error', 'tokens': ['social', 'media', 'post', 'scheduling', 'error'], 'filtered_tokens': ['social', 'media', 'post', 'scheduling', 'error'], 'stemmed_tokens': ['social', 'media', 'post', 'schedul', 'error'], 'lemmatized_tokens': ['social', 'medium', 'post', 'scheduling', 'error'], 'processed_text_stem': 'social media post schedul error', 'processed_text_lemma': 'social medium post scheduling error'}",social media post schedul error,"['social', 'media', 'post', 'scheduling', 'error']","{'cleaned_text': 'scheduled posts fail to publish on twitter due to api token expiration', 'tokens': ['scheduled', 'posts', 'fail', 'to', 'publish', 'on', 'twitter', 'due', 'to', 'api', 'token', 'expiration'], 'filtered_tokens': ['scheduled', 'posts', 'fail', 'publish', 'twitter', 'due', 'api', 'token', 'expiration'], 'stemmed_tokens': ['schedul', 'post', 'fail', 'publish', 'twitter', 'due', 'api', 'token', 'expir'], 'lemmatized_tokens': ['schedule', 'post', 'fail', 'publish', 'twitter', 'due', 'api', 'token', 'expiration'], 'processed_text_stem': 'schedul post fail publish twitter due api token expir', 'processed_text_lemma': 'schedule post fail publish twitter due api token expiration'}",schedul post fail publish twitter due api token expir,"['scheduled', 'posts', 'fail', 'to', 'publish', 'on', 'twitter', 'due', 'to', 'api', 'token', 'expiration']"
SWP-13,Document Access Permission Bug,Users with read-only permissions can edit documents due to incorrect access control checks.,Diana,Grace,Bug,High,Open,Document Management,2025-05-25,2025-08-06,73,5,6,8,document access permission bug,users with readonly permissions can edit documents due to incorrect access control checks,document access permission bug users with readonly permissions can edit documents due to incorrect access control checks,document access permission bug,user readonly permission edit document due incorrect access control check,document access permission bug user readonly permission edit document due incorrect access control check,4,13,17,"{'cleaned_text': 'document access permission bug', 'tokens': ['document', 'access', 'permission', 'bug'], 'filtered_tokens': ['document', 'access', 'permission', 'bug'], 'stemmed_tokens': ['document', 'access', 'permiss', 'bug'], 'lemmatized_tokens': ['document', 'access', 'permission', 'bug'], 'processed_text_stem': 'document access permiss bug', 'processed_text_lemma': 'document access permission bug'}",document access permiss bug,"['document', 'access', 'permission', 'bug']","{'cleaned_text': 'users with readonly permissions can edit documents due to incorrect access control checks', 'tokens': ['users', 'with', 'readonly', 'permissions', 'can', 'edit', 'documents', 'due', 'to', 'incorrect', 'access', 'control', 'checks'], 'filtered_tokens': ['users', 'readonly', 'permissions', 'edit', 'documents', 'due', 'incorrect', 'access', 'control', 'checks'], 'stemmed_tokens': ['user', 'readonli', 'permiss', 'edit', 'document', 'due', 'incorrect', 'access', 'control', 'check'], 'lemmatized_tokens': ['user', 'readonly', 'permission', 'edit', 'document', 'due', 'incorrect', 'access', 'control', 'check'], 'processed_text_stem': 'user readonli permiss edit document due incorrect access control check', 'processed_text_lemma': 'user readonly permission edit document due incorrect access control check'}",user readonli permiss edit document due incorrect access control check,"['users', 'with', 'readonly', 'permissions', 'can', 'edit', 'documents', 'due', 'to', 'incorrect', 'access', 'control', 'checks']"
SWP-14,Appointment Scheduling Conflict,Online booking platform allows double-booking due to calendar sync failures.,Bob,Heidi,Bug,Medium,In Progress,Scheduling,2025-05-19,2025-05-27,8,5,0,5,appointment scheduling conflict,online booking platform allows doublebooking due to calendar sync failures,appointment scheduling conflict online booking platform allows doublebooking due to calendar sync failures,appointment schedule conflict,online book platform allow doublebooking due calendar sync failure,appointment schedule conflict online book platform allow doublebooking due calendar sync failure,3,10,13,"{'cleaned_text': 'appointment scheduling conflict', 'tokens': ['appointment', 'scheduling', 'conflict'], 'filtered_tokens': ['appointment', 'scheduling', 'conflict'], 'stemmed_tokens': ['appoint', 'schedul', 'conflict'], 'lemmatized_tokens': ['appointment', 'schedule', 'conflict'], 'processed_text_stem': 'appoint schedul conflict', 'processed_text_lemma': 'appointment schedule conflict'}",appoint schedul conflict,"['appointment', 'scheduling', 'conflict']","{'cleaned_text': 'online booking platform allows doublebooking due to calendar sync failures', 'tokens': ['online', 'booking', 'platform', 'allows', 'doublebooking', 'due', 'to', 'calendar', 'sync', 'failures'], 'filtered_tokens': ['online', 'booking', 'platform', 'allows', 'doublebooking', 'due', 'calendar', 'sync', 'failures'], 'stemmed_tokens': ['onlin', 'book', 'platform', 'allow', 'doublebook', 'due', 'calendar', 'sync', 'failur'], 'lemmatized_tokens': ['online', 'book', 'platform', 'allow', 'doublebooking', 'due', 'calendar', 'sync', 'failure'], 'processed_text_stem': 'onlin book platform allow doublebook due calendar sync failur', 'processed_text_lemma': 'online book platform allow doublebooking due calendar sync failure'}",onlin book platform allow doublebook due calendar sync failur,"['online', 'booking', 'platform', 'allows', 'doublebooking', 'due', 'to', 'calendar', 'sync', 'failures']"
SWP-15,Chat Message Encryption Failure,"Messages in group chats are not encrypted, exposing sensitive user data.",Charlie,Heidi,Bug,High,Open,Chat System,2025-05-13,2025-05-16,3,5,1,5,chat message encryption failure,messages in group chats are not encrypted exposing sensitive user data,chat message encryption failure messages in group chats are not encrypted exposing sensitive user data,chat message encryption failure,message group chat encrypt expose sensitive user data,chat message encryption failure message group chat encrypt expose sensitive user data,4,11,15,"{'cleaned_text': 'chat message encryption failure', 'tokens': ['chat', 'message', 'encryption', 'failure'], 'filtered_tokens': ['chat', 'message', 'encryption', 'failure'], 'stemmed_tokens': ['chat', 'messag', 'encrypt', 'failur'], 'lemmatized_tokens': ['chat', 'message', 'encryption', 'failure'], 'processed_text_stem': 'chat messag encrypt failur', 'processed_text_lemma': 'chat message encryption failure'}",chat messag encrypt failur,"['chat', 'message', 'encryption', 'failure']","{'cleaned_text': 'messages in group chats are not encrypted exposing sensitive user data', 'tokens': ['messages', 'in', 'group', 'chats', 'are', 'not', 'encrypted', 'exposing', 'sensitive', 'user', 'data'], 'filtered_tokens': ['messages', 'group', 'chats', 'encrypted', 'exposing', 'sensitive', 'user', 'data'], 'stemmed_tokens': ['messag', 'group', 'chat', 'encrypt', 'expos', 'sensit', 'user', 'data'], 'lemmatized_tokens': ['message', 'group', 'chat', 'encrypt', 'expose', 'sensitive', 'user', 'data'], 'processed_text_stem': 'messag group chat encrypt expos sensit user data', 'processed_text_lemma': 'message group chat encrypt expose sensitive user data'}",messag group chat encrypt expos sensit user data,"['messages', 'in', 'group', 'chats', 'are', 'not', 'encrypted', 'exposing', 'sensitive', 'user', 'data']"
SWP-16,Performance Monitoring Tool,"Build application performance monitoring with error tracking, response time analysis, and automated alerting system.",Eve,Heidi,Task,High,In Progress,Monitoring,2025-06-07,2025-11-07,153,6,5,11,performance monitoring tool,build application performance monitoring with error tracking response time analysis and automated alerting system,performance monitoring tool build application performance monitoring with error tracking response time analysis and automated alerting system,performance monitoring tool,build application performance monitoring error track response time analysis automate alert system,performance monitoring tool build application performance monitoring error track response time analysis automate alert system,3,14,17,"{'cleaned_text': 'performance monitoring tool', 'tokens': ['performance', 'monitoring', 'tool'], 'filtered_tokens': ['performance', 'monitoring', 'tool'], 'stemmed_tokens': ['perform', 'monitor', 'tool'], 'lemmatized_tokens': ['performance', 'monitoring', 'tool'], 'processed_text_stem': 'perform monitor tool', 'processed_text_lemma': 'performance monitoring tool'}",perform monitor tool,"['performance', 'monitoring', 'tool']","{'cleaned_text': 'build application performance monitoring with error tracking response time analysis and automated alerting system', 'tokens': ['build', 'application', 'performance', 'monitoring', 'with', 'error', 'tracking', 'response', 'time', 'analysis', 'and', 'automated', 'alerting', 'system'], 'filtered_tokens': ['build', 'application', 'performance', 'monitoring', 'error', 'tracking', 'response', 'time', 'analysis', 'automated', 'alerting', 'system'], 'stemmed_tokens': ['build', 'applic', 'perform', 'monitor', 'error', 'track', 'respons', 'time', 'analysi', 'autom', 'alert', 'system'], 'lemmatized_tokens': ['build', 'application', 'performance', 'monitoring', 'error', 'track', 'response', 'time', 'analysis', 'automate', 'alert', 'system'], 'processed_text_stem': 'build applic perform monitor error track respons time analysi autom alert system', 'processed_text_lemma': 'build application performance monitoring error track response time analysis automate alert system'}",build applic perform monitor error track respons time analysi autom alert system,"['build', 'application', 'performance', 'monitoring', 'with', 'error', 'tracking', 'response', 'time', 'analysis', 'and', 'automated', 'alerting', 'system']"
SWP-17,Code Review Platform,"Develop collaborative code review system with diff visualization, comment threading, approval workflows, and Git integration.",Frank,Heidi,Story,Medium,Done,Code Review,2025-05-22,2025-05-06,-16,5,3,5,code review platform,develop collaborative code review system with diff visualization comment threading approval workflows and git integration,code review platform develop collaborative code review system with diff visualization comment threading approval workflows and git integration,code review platform,develop collaborative code review system diff visualization comment thread approval workflow git integration,code review platform develop collaborative code review system diff visualization comment thread approval workflow git integration,3,15,18,"{'cleaned_text': 'code review platform', 'tokens': ['code', 'review', 'platform'], 'filtered_tokens': ['code', 'review', 'platform'], 'stemmed_tokens': ['code', 'review', 'platform'], 'lemmatized_tokens': ['code', 'review', 'platform'], 'processed_text_stem': 'code review platform', 'processed_text_lemma': 'code review platform'}",code review platform,"['code', 'review', 'platform']","{'cleaned_text': 'develop collaborative code review system with diff visualization comment threading approval workflows and git integration', 'tokens': ['develop', 'collaborative', 'code', 'review', 'system', 'with', 'diff', 'visualization', 'comment', 'threading', 'approval', 'workflows', 'and', 'git', 'integration'], 'filtered_tokens': ['develop', 'collaborative', 'code', 'review', 'system', 'diff', 'visualization', 'comment', 'threading', 'approval', 'workflows', 'git', 'integration'], 'stemmed_tokens': ['develop', 'collabor', 'code', 'review', 'system', 'diff', 'visual', 'comment', 'thread', 'approv', 'workflow', 'git', 'integr'], 'lemmatized_tokens': ['develop', 'collaborative', 'code', 'review', 'system', 'diff', 'visualization', 'comment', 'thread', 'approval', 'workflow', 'git', 'integration'], 'processed_text_stem': 'develop collabor code review system diff visual comment thread approv workflow git integr', 'processed_text_lemma': 'develop collaborative code review system diff visualization comment thread approval workflow git integration'}",develop collabor code review system diff visual comment thread approv workflow git integr,"['develop', 'collaborative', 'code', 'review', 'system', 'with', 'diff', 'visualization', 'comment', 'threading', 'approval', 'workflows', 'and', 'git', 'integration']"
SWP-18,Backup Restoration Failure,"Incremental backups fail to restore correctly, causing data loss during recovery.",Charlie,Grace,Bug,High,In Progress,Backup,2025-07-07,2025-07-19,12,7,0,7,backup restoration failure,incremental backups fail to restore correctly causing data loss during recovery,backup restoration failure incremental backups fail to restore correctly causing data loss during recovery,backup restoration failure,incremental backup fail restore correctly cause data loss recovery,backup restoration failure incremental backup fail restore correctly cause data loss recovery,3,11,14,"{'cleaned_text': 'backup restoration failure', 'tokens': ['backup', 'restoration', 'failure'], 'filtered_tokens': ['backup', 'restoration', 'failure'], 'stemmed_tokens': ['backup', 'restor', 'failur'], 'lemmatized_tokens': ['backup', 'restoration', 'failure'], 'processed_text_stem': 'backup restor failur', 'processed_text_lemma': 'backup restoration failure'}",backup restor failur,"['backup', 'restoration', 'failure']","{'cleaned_text': 'incremental backups fail to restore correctly causing data loss during recovery', 'tokens': ['incremental', 'backups', 'fail', 'to', 'restore', 'correctly', 'causing', 'data', 'loss', 'during', 'recovery'], 'filtered_tokens': ['incremental', 'backups', 'fail', 'restore', 'correctly', 'causing', 'data', 'loss', 'recovery'], 'stemmed_tokens': ['increment', 'backup', 'fail', 'restor', 'correctli', 'caus', 'data', 'loss', 'recoveri'], 'lemmatized_tokens': ['incremental', 'backup', 'fail', 'restore', 'correctly', 'cause', 'data', 'loss', 'recovery'], 'processed_text_stem': 'increment backup fail restor correctli caus data loss recoveri', 'processed_text_lemma': 'incremental backup fail restore correctly cause data loss recovery'}",increment backup fail restor correctli caus data loss recoveri,"['incremental', 'backups', 'fail', 'to', 'restore', 'correctly', 'causing', 'data', 'loss', 'during', 'recovery']"
SWP-19,Search Functionality Crash,Website search crashes when Elasticsearch query exceeds memory limits.,Charlie,Grace,Bug,Medium,Open,Search,2025-06-25,2025-06-07,-18,6,2,6,search functionality crash,website search crashes when elasticsearch query exceeds memory limits,search functionality crash website search crashes when elasticsearch query exceeds memory limits,search functionality crash,website search crash elasticsearch query exceeds memory limit,search functionality crash website search crash elasticsearch query exceeds memory limit,3,9,12,"{'cleaned_text': 'search functionality crash', 'tokens': ['search', 'functionality', 'crash'], 'filtered_tokens': ['search', 'functionality', 'crash'], 'stemmed_tokens': ['search', 'function', 'crash'], 'lemmatized_tokens': ['search', 'functionality', 'crash'], 'processed_text_stem': 'search function crash', 'processed_text_lemma': 'search functionality crash'}",search function crash,"['search', 'functionality', 'crash']","{'cleaned_text': 'website search crashes when elasticsearch query exceeds memory limits', 'tokens': ['website', 'search', 'crashes', 'when', 'elasticsearch', 'query', 'exceeds', 'memory', 'limits'], 'filtered_tokens': ['website', 'search', 'crashes', 'elasticsearch', 'query', 'exceeds', 'memory', 'limits'], 'stemmed_tokens': ['websit', 'search', 'crash', 'elasticsearch', 'queri', 'exce', 'memori', 'limit'], 'lemmatized_tokens': ['website', 'search', 'crash', 'elasticsearch', 'query', 'exceeds', 'memory', 'limit'], 'processed_text_stem': 'websit search crash elasticsearch queri exce memori limit', 'processed_text_lemma': 'website search crash elasticsearch query exceeds memory limit'}",websit search crash elasticsearch queri exce memori limit,"['website', 'search', 'crashes', 'when', 'elasticsearch', 'query', 'exceeds', 'memory', 'limits']"
SWP-20,SSO Login Timeout,Enterprise SSO system times out during SAML authentication with Azure AD.,Eve,Judy,Bug,High,In Progress,Authentication,2025-06-24,2025-06-30,6,6,1,6,sso login timeout,enterprise sso system times out during saml authentication with azure ad,sso login timeout enterprise sso system times out during saml authentication with azure ad,sso login timeout,enterprise sso system time saml authentication azure ad,sso login timeout enterprise sso system time saml authentication azure ad,3,11,14,"{'cleaned_text': 'sso login timeout', 'tokens': ['sso', 'login', 'timeout'], 'filtered_tokens': ['sso', 'login', 'timeout'], 'stemmed_tokens': ['sso', 'login', 'timeout'], 'lemmatized_tokens': ['sso', 'login', 'timeout'], 'processed_text_stem': 'sso login timeout', 'processed_text_lemma': 'sso login timeout'}",sso login timeout,"['sso', 'login', 'timeout']","{'cleaned_text': 'enterprise sso system times out during saml authentication with azure ad', 'tokens': ['enterprise', 'sso', 'system', 'times', 'out', 'during', 'saml', 'authentication', 'with', 'azure', 'ad'], 'filtered_tokens': ['enterprise', 'sso', 'system', 'times', 'saml', 'authentication', 'azure', 'ad'], 'stemmed_tokens': ['enterpris', 'sso', 'system', 'time', 'saml', 'authent', 'azur', 'ad'], 'lemmatized_tokens': ['enterprise', 'sso', 'system', 'time', 'saml', 'authentication', 'azure', 'ad'], 'processed_text_stem': 'enterpris sso system time saml authent azur ad', 'processed_text_lemma': 'enterprise sso system time saml authentication azure ad'}",enterpris sso system time saml authent azur ad,"['enterprise', 'sso', 'system', 'times', 'out', 'during', 'saml', 'authentication', 'with', 'azure', 'ad']"
SWP-21,Microservices Deployment Failure,Microservices fail to deploy due to service discovery misconfiguration.,Frank,Grace,Bug,High,Open,Microservices,2025-05-06,2025-06-18,43,5,1,6,microservices deployment failure,microservices fail to deploy due to service discovery misconfiguration,microservices deployment failure microservices fail to deploy due to service discovery misconfiguration,microservices deployment failure,microservices fail deploy due service discovery misconfiguration,microservices deployment failure microservices fail deploy due service discovery misconfiguration,3,9,12,"{'cleaned_text': 'microservices deployment failure', 'tokens': ['microservices', 'deployment', 'failure'], 'filtered_tokens': ['microservices', 'deployment', 'failure'], 'stemmed_tokens': ['microservic', 'deploy', 'failur'], 'lemmatized_tokens': ['microservices', 'deployment', 'failure'], 'processed_text_stem': 'microservic deploy failur', 'processed_text_lemma': 'microservices deployment failure'}",microservic deploy failur,"['microservices', 'deployment', 'failure']","{'cleaned_text': 'microservices fail to deploy due to service discovery misconfiguration', 'tokens': ['microservices', 'fail', 'to', 'deploy', 'due', 'to', 'service', 'discovery', 'misconfiguration'], 'filtered_tokens': ['microservices', 'fail', 'deploy', 'due', 'service', 'discovery', 'misconfiguration'], 'stemmed_tokens': ['microservic', 'fail', 'deploy', 'due', 'servic', 'discoveri', 'misconfigur'], 'lemmatized_tokens': ['microservices', 'fail', 'deploy', 'due', 'service', 'discovery', 'misconfiguration'], 'processed_text_stem': 'microservic fail deploy due servic discoveri misconfigur', 'processed_text_lemma': 'microservices fail deploy due service discovery misconfiguration'}",microservic fail deploy due servic discoveri misconfigur,"['microservices', 'fail', 'to', 'deploy', 'due', 'to', 'service', 'discovery', 'misconfiguration']"
